z=1	z=5	z=10	z=20	z=30	z=60	
9623.006685426513	10851.71545142986	10976.675339378207	11805.699251504913	16171.440751945087	27687.56002582265	
9666.55792014491	10884.886986173442	11010.652856720517	11844.928801968917	16238.395191263277	27828.033787938966	
9710.032210791138	10918.067485445657	11044.625237468881	11884.207611565002	16305.475819688525	27968.37431646907	
9753.524523541933	10951.236148915898	11078.585493159548	11923.430806630857	16372.537439325102	28108.6978811674	
9797.115027133194	10984.393099950063	11112.53570318055	11962.606361045764	16439.65313465434	28249.132701088576	
9840.640449782242	11017.567447365544	11146.498794438343	12001.83329052393	16506.716312368906	28389.422321011032	
9883.990693252254	11050.744335361846	11180.471424417148	12041.095343525063	16573.701390238777	28529.71155995004	
9927.481270471611	11083.929325517978	11214.44621469906	12080.352074018223	16640.834697059887	28670.144860052344	
9970.79436885249	11117.111972124503	11248.418539505214	12119.570818731583	16707.910016492402	28810.59536564424	
10014.29201657781	11150.28788688853	11282.374690860757	12158.779747156192	16774.879726558054	28951.01794056547	
10057.675911724036	11183.465496144696	11316.34389365431	12198.029916040305	16841.98061688052	29091.464480477713	
10101.006705397169	11216.633598852044	11350.3127640381	12237.241613201937	16909.07724023514	29231.72133319174	
10144.516137262577	11249.811758436677	11384.293781376511	12276.48717166789	16976.146166187133	29372.291485509657	
10188.075257050436	11282.980130254735	11418.267451128817	12315.754174318274	17043.224920044097	29512.69135679608	
10231.586897536383	11316.159780203732	11452.26530755164	12354.985046292537	17110.168152993752	29653.11121928056	
10274.924062327731	11349.330570361899	11486.218168736681	12394.25929874964	17177.215657806417	29793.59857041596	
10318.444436394226	11382.494646339605	11520.169379653884	12433.451236496376	17244.233583916106	29934.057510640538	
10361.8830692301	11415.65774814185	11554.111998650214	12472.676041251285	17311.315773417828	30074.57481890243	
10405.333915116344	11448.815469575095	11588.08289401003	12511.905543548653	17378.437684079123	30215.0273974542	
10448.798773985505	11481.999254932658	11622.06309451569	12551.15331906204	17445.510651951678	30355.413579215452	
10492.339635599437	11515.162333136099	11656.015754183434	12590.398984790481	17512.573441344484	30495.595353344077	
10535.77347204068	11548.342409017729	11690.006322989057	12629.563512431178	17579.563418912436	30636.021991592785	
10579.233897362357	11581.53686268542	11724.009013484854	12668.790065319581	17646.478961431447	30776.501610271756	
10622.705212271783	11614.705422546775	11757.967220128498	12708.029602358354	17713.517632752486	30917.010389685092	
10666.201378259993	11647.875748866369	11791.934785253196	12747.272340573109	17780.514984685604	31057.236574145776	
10709.62875668191	11681.044153088267	11825.89496873267	12786.502082428862	17847.601450906863	31197.639831383585	
10753.022647089487	11714.217724709224	11859.853173046933	12825.756742483445	17914.660704389196	31337.928952115715	
10796.559540951208	11747.392864740701	11893.820649630516	12865.061009672578	17981.69565566646	31478.305855410115	
10839.977857033848	11780.548657045096	11927.763458100588	12904.297660021166	18048.756847922465	31618.828189919812	
10883.592027174253	11813.7248191947	11961.741731405577	12943.53227058806	18115.905121916134	31759.214493997108	
10927.14789798628	11846.898577790724	11995.70614091744	12982.750767792759	18182.925104262733	31899.566824609756	
10970.439631931897	11880.079981865398	12029.694591788273	13022.024276532336	18249.981708115734	32039.89339057244	
11013.936030559928	11913.256880239167	12063.667462843214	13061.275765639277	18317.0962341103	32180.326627313232	
11057.501879930875	11946.411653075416	12097.63160257414	13100.475945703847	18384.244042503295	32320.854800213976	
11100.965385657391	11979.578029792878	12131.587157244132	13139.755562405755	18451.24747815979	32461.129781554162	
11144.497659840526	12012.74393266592	12165.561294501038	13179.020265250238	18518.18796173597	32601.41965602694	
11187.944465589024	12045.924855086041	12199.534354207202	13218.282016901147	18585.345460927696	32741.816425767815	
11231.394903608463	12079.092502034151	12233.492802647692	13257.514827566101	18652.36019931534	32882.21942503387	
11274.88826435928	12112.261414088976	12267.450436111314	13296.723270757733	18719.36361572622	33022.75737678245	
11318.383674961642	12145.43724277012	12301.411815454754	13335.971073313409	18786.384216936225	33163.1234467288	
11361.883037336145	12178.610335902104	12335.38522041888	13375.204102073376	18853.45259601753	33303.50295426931	
11405.42056556941	12211.770676173115	12369.362202155813	13414.45780994309	18920.518940987382	33443.945388599415	
11448.78584972965	12244.936339313595	12403.315097572235	13453.699590886581	18987.608787229197	33584.24369569806	
11492.315703668788	12278.104932191929	12437.262130976696	13492.91676733949	19054.70417406394	33724.60332558128	
11535.773120911756	12311.283861608448	12471.231542783622	13532.17966347178	19121.843266439377	33865.06397141452	
11579.312686507641	12344.454252873531	12505.206276440342	13571.442907984923	19188.936155873103	34005.601691432035	
11622.689041864438	12377.611601236596	12539.164130281892	13610.70543043517	19255.969545195345	34145.924046157765	
11666.198717895173	12410.790114735786	12573.130980383039	13649.915874906445	19323.116961386986	34286.16118480409	
11709.671730397107	12443.963069021283	12607.105650517518	13689.111644670724	19390.16726724525	34426.67246590009	
11753.031216386438	12477.14672631626	12641.097875983682	13728.384511394146	19457.205693580956	34567.12723649016	
11796.403883901725	12510.325397129984	12675.078064459505	13767.62795906497	19524.233810402384	34707.47297894122	
11839.889862339256	12543.502363211526	12709.042692136441	13806.890215892403	19591.27478675762	34847.89304505108	
11883.418561747516	12576.669043582686	12742.988156298174	13846.100384067788	19658.36023796515	34988.145297916744	
11926.810486856562	12609.844992594986	12776.945752932901	13885.35949657668	19725.463673530754	35128.55072541264	
11970.179258161194	12643.006855703796	12810.920674558958	13924.591050721065	19792.500773753163	35268.884227713155	
12013.53331765599	12676.190193127928	12844.898711470314	13963.809314249651	19859.45279486742	35409.29014521646	
12057.026069569023	12709.36707331036	12878.88183408214	14003.044875864976	19926.462406867708	35549.681454032376	
12100.428728129802	12742.554238552839	12912.849058789445	14042.224792457864	19993.412880752723	35690.06265365619	
12143.942540955297	12775.743499337086	12946.825537501874	14081.457249703206	20060.430079571885	35830.37036495989	
12187.350447479757	12808.913462268005	12980.793976574045	14120.71204187029	20127.502625155637	35970.76602135034	
12230.935205802003	12842.075791319463	13014.72992224447	14159.940489810773	20194.52354282689	36111.30134903076	
12274.381187831317	12875.24341004067	13048.7086510304	14199.179804995325	20261.604301603056	36251.705251717045	
12317.846351642893	12908.418309629022	13082.66518721871	14238.41273748314	20328.700062966094	36392.16066688579	
12361.428438608986	12941.590592641542	13116.626962943985	14277.68820825865	20395.769960183967	36532.547611392525	
12404.8678930468	12974.757309980076	13150.582079914551	14316.92719971228	20462.782447825677	36672.877165151425	
12448.410664079007	13007.924156196852	13184.536490165758	14356.146020788508	20529.77888655335	36813.32196742656	
12491.935917383036	13041.08816979486	13218.492418072325	14395.37762100779	20596.809853407347	36953.798644119415	
12535.336171523413	13074.254987323415	13252.45865142234	14434.599213741094	20663.90866348027	37094.143850779496	
12578.86048642887	13107.449432923479	13286.445424319418	14473.862888712869	20730.954804401063	37234.56414753825	
12622.219964285903	13140.618841540503	13320.404341309624	14513.11896086476	20797.97294180923	37374.98422381068	
12665.767843507323	13173.798859409382	13354.371952867074	14552.336545349057	20865.032079662367	37515.28911167557	
12709.196757746306	13206.958903494558	13388.332103992145	14591.602124928091	20932.095819850074	37655.684684937594	
12752.67495830267	13240.13850218369	13422.319711317681	14630.865899208231	20999.181542448117	37796.193858882325	
12796.199416821584	13273.32251706859	13456.303363569668	14670.158325878938	21066.23964677453	37936.61337553398	
12839.657060057465	13306.49067335655	13490.250341344337	14709.403613589731	21133.298153335705	38076.939197989486	
12883.210567469612	13339.667994869098	13524.228122444363	14748.668024172595	21200.40010725006	38217.434415862655	
12926.677994181118	13372.831649067946	13558.203273068582	14787.908309240778	21267.430717812287	38357.84936923212	
12970.141775889993	13406.005738662236	13592.179835302828	14827.195561451541	21334.392486248285	38498.26361839955	
13013.732679293289	13439.159973354206	13626.142956550857	14866.394880880172	21401.450174964306	38638.63369267231	
13057.056191443222	13472.327984111549	13660.11524994385	14905.651977056223	21468.450791888146	38778.935657158065	
13100.575030559574	13505.499776799046	13694.066666655295	14944.874611915955	21535.465252791913	38919.36527445081	
13144.046554645827	13538.666019854694	13728.04656265356	14984.183781703665	21602.57788208522	39059.7007338185	
13187.47901224819	13571.83923556738	13762.020665604156	15023.396200667317	21669.653718425114	39200.02183931523	
13230.85553555286	13605.004529490676	13795.97372662793	15062.569605021945	21736.762392796	39340.54774666523	
13274.250311260786	13638.188629391263	13829.953153645378	15101.805223561461	21803.808450467084	39481.01958459462	
13317.829113047412	13671.352082167394	13863.921745953012	15141.069184265045	21870.839461662177	39621.3171933335	
13361.334153679054	13704.520682225682	13897.888740447239	15180.285476955954	21937.933449199005	39761.868933538455	
13404.803240302415	13737.688741124986	13931.868565536333	15219.53209399096	22005.025498321764	39902.157275775884	
13448.199045642046	13770.870236004137	13965.844734838865	15258.776168673368	22071.986354431985	40042.57635910366	
13491.622991931998	13804.043567606212	13999.802363998919	15298.01155397423	22139.032606507742	40182.91911834609	
13535.110395022893	13837.218658085332	14033.762873584436	15337.261854460672	22206.163536064545	40323.369997170885	
13578.735345686027	13870.391490771115	14067.744244542197	15376.534866858714	22273.30991070044	40463.802962366506	
13622.21801055887	13903.562404971843	14101.717667530076	15415.779434071776	22340.40824590871	40604.16174244221	
13665.693207345294	13936.744855913661	14135.687829198847	15455.026342432497	22407.437540740964	40744.559390047514	
13709.160251155858	13969.914715521429	14169.656702253467	15494.269295151002	22474.47656721228	40884.93127980374	
13752.593843577324	14003.088283282663	14203.60509979511	15533.509309382634	22541.55878460825	41025.44795931865	
13796.077829718262	14036.24661237989	14237.569188502694	15572.793183655036	22608.657713953144	41165.78804492625	
13839.616319662644	14069.419155568004	14271.541900781294	15612.032090965698	22675.744862453063	41306.08422452597	
13883.113734691113	14102.57999890822	14305.484610889791	15651.258960393401	22742.83529321239	41446.46633692838	
13926.565761572958	14135.747631403154	14339.449505917366	15690.472795896865	22809.900818773487	41586.98805888087	
13969.972723436655	14168.914156320037	14373.430005158458	15729.767374321911	22876.937987436064	41727.46726476285	
14013.304291954313	14202.077444714685	14407.40507223526	15769.034611058141	22944.044023502134	41867.92390865859	
14056.730394643786	14235.237802452026	14441.366742689508	15808.283140091145	23011.106129742944	42008.32702836426	
14100.27651247962	14268.41421531519	14475.329225087124	15847.522680495846	23078.188134873475	42148.64958135829	
14143.828902514531	14301.602117931643	14509.307504697677	15886.80030457697	23145.312621621695	42289.19835416371	
14187.249397531186	14334.769669497995	14543.272445601	15926.044131517243	23212.384333521804	42429.62291560944	
14230.725734265907	14367.93597666248	14577.231664552879	15965.257131160652	23279.551480646336	42570.186859963294	
14274.235125452573	14401.107532013086	14611.196336669536	16004.479858087609	23346.61984473944	42710.65964005419	
14317.81717131769	14434.288720393246	14645.161718243338	16043.728134856843	23413.677143692228	42851.077963144315	
14361.212374385672	14467.45223900282	14679.118248478366	16082.953326056297	23480.720221587573	42991.38186217361	
14393.982122479647	14500.628526905983	14713.078248808051	16122.170307527946	23547.769639017224	43131.78153931099	
14426.757992740926	14533.791428851377	14747.033225415336	16161.37394757293	23614.857395963674	43272.21482932573	
14459.52571153133	14566.959757387642	14780.997251213548	16200.572660842172	23681.898423639097	43412.64116454416	
14492.296959156112	14600.126082450513	14814.938555670991	16239.766973145688	23749.001770161125	43553.03976148837	
14525.080889086692	14633.31331138194	14848.924602658975	16279.026571868584	23816.101424853343	43693.38658936224	
14557.84718740609	14666.480583475552	14882.886677346143	16318.28729409989	23883.243057896285	43833.805458093826	
14590.62139982115	14699.656933897577	14916.867294155667	16357.471079899598	23950.16538657373	43974.19173669746	
14623.401220031943	14732.828816734815	14950.844193072851	16396.75431122711	24017.206291580776	44114.62461237277	
14656.172426313886	14765.983161877819	14984.793619822494	16435.953274761283	24084.233710980236	44255.14688312434	
14688.950886836757	14799.159514100862	15018.75884852822	16475.24407528804	24151.326839836067	44395.73943504895	
14721.719682682742	14832.335925840887	15052.734630612593	16514.504017146293	24218.445561649263	44536.237100219114	
14754.494591595201	14865.517294215491	15086.708470413701	16553.783551160825	24285.53720001356	44676.624257315074	
14787.263033389241	14898.683977175344	15120.666518758188	16593.029864918146	24352.614019601933	44816.997370845515	
14820.039607702536	14931.853634957599	15154.617435331178	16632.269887132472	24419.607150077303	44957.42276843419	
14852.802067988661	14965.013885156588	15188.576746478013	16671.491855120275	24486.689274231438	45097.83609920844	
14885.573561155377	14998.179085601185	15222.53519935662	16710.77044036857	24553.721331233337	45238.20012743938	
14918.339577381781	15031.3431150903	15256.478305277542	16749.975653608974	24620.75282998106	45378.64994221009	
14951.109982638169	15064.5219362704	15290.468847440367	16789.25886197777	24687.83626800514	45518.991871823244	
14983.885324669218	15097.679846940222	15324.419392512486	16828.492138751462	24755.03725304988	45659.591521564435	
15016.65949780947	15130.848034482	15358.384739776096	16867.7272092466	24822.120045009222	45800.078921795524	
15049.430607009814	15164.01980419889	15392.350343761527	16907.014478283367	24889.16391000758	45940.40458112935	
15082.201138418968	15197.19166219022	15426.313916284502	16946.259861653147	24956.299547757426	46080.957901358415	
15114.983914492146	15230.371089054255	15460.307353841152	16985.54731792229	25023.41721479624	46221.46878198212	
15147.753091756113	15263.540783723834	15494.275602442094	17024.80114952613	25090.450707481552	46362.02391068025	
15180.52095498977	15296.710075726109	15528.227598779677	17064.096532342086	25157.496632796225	46502.514786306725	
15213.28607751967	15329.886220165234	15562.195726741333	17103.319371147645	25224.510434330048	46642.95435886281	
15246.066372562953	15363.062547460817	15596.162152919942	17142.578797348015	25291.608691395697	46783.25793053006	
15278.849850555165	15396.240383773064	15630.143044071638	17181.84786063142	25358.64480750039	46923.29958639177	
15311.62863746888	15429.413928315558	15664.092117978122	17221.051538681313	25425.709221971963	47063.79151196223	
15344.399515466584	15462.585210879424	15698.039809352314	17260.26489883649	25492.72991386768	47204.096883302875	
15377.16692368689	15495.753224120654	15732.010956600634	17299.555190549963	25559.748546977913	47344.54418304486	
15409.945321833233	15528.928327422243	15765.982843350188	17338.77026514719	25626.740204690326	47484.97335640369	
15442.714514185041	15562.098984721973	15799.94664014048	17378.017129089712	25693.81304953885	47625.5118631807	
15475.484519733176	15595.281577260559	15833.926571931639	17417.280823519577	25760.891188968308	47765.93468147839	
15508.26522540903	15628.470675378172	15867.909179778992	17456.536962639788	25827.871006963625	47906.45458676661	
15541.037238238034	15661.64739639778	15901.88770157353	17495.738712057107	25894.843898115214	48046.95230647588	
15573.810380858515	15694.809384809843	15935.845804619561	17535.02136119089	25961.94418054294	48187.45766281843	
15606.58278073729	15727.993107650324	15969.836556323442	17574.233687455137	26029.0508393548	48328.02907277589	
15639.353492934613	15761.160118364578	16003.811788830175	17613.45616840212	26096.18988505494	48468.38856947617	
15672.123651553931	15794.324612128237	16037.778905468454	17652.722363288216	26163.229575291694	48608.85288377041	
15704.896751127419	15827.499376571754	16071.73950806673	17692.002993403148	26230.294670309726	48749.32500006532	
15737.674742524452	15860.67419029507	16105.705650500266	17731.220833429405	26297.32806391288	48889.75561278929	
15770.450524134449	15893.83871542625	16139.669955335798	17770.476665816546	26364.419474557668	49030.36285660832	
15803.230077207081	15927.010325307872	16173.637418255983	17809.714052996405	26431.438868942114	49170.78485159111	
15835.993804499734	15960.182332766817	16207.593671676981	17848.957273200904	26498.451102263036	49311.359297066	
15868.755217076668	15993.344883199106	16241.550732859918	17888.166986282376	26565.530701078886	49451.815075815226	
15901.51970358908	16026.497959916302	16275.507666729025	17927.39458856775	26632.55373885817	49592.25544240794	
15934.285253149725	16059.668089601513	16309.470736904332	17966.666500670726	26699.719079853803	49732.6654645408	
15967.061990323402	16092.852975083531	16343.451091922347	18005.921126675916	26766.7045116117	49872.974334615705	
15999.832643670272	16126.029961057135	16377.424584802962	18045.184406729124	26833.79970876998	50013.49651153244	
16032.614506462174	16159.202572191563	16411.39809493042	18084.430520143225	26900.859341121657	50153.87286756346	
16065.387752726181	16192.376603855166	16445.37268875997	18123.64920163235	26967.93018420633	50294.15348919263	
16098.16024835974	16225.544319086865	16479.340948235087	18162.916316551826	27035.042985463886	50434.6517165514	
16130.937654567848	16258.713930155152	16513.296883425875	18202.097059771113	27102.077370040366	50574.972084410896	
16163.710553927585	16291.881822823712	16547.255308404427	18241.294476317158	27169.24750808395	50715.33818286071	
16196.485220091676	16325.05204391565	16581.214767344565	18280.557167202383	27236.26880051347	50855.657062427395	
16229.265925905276	16358.237112702505	16615.195707267547	18319.815894042727	27303.370134911096	50996.10532738449	
16262.037809330304	16391.399645309066	16649.151906961964	18359.061809764084	27370.442254861555	51136.53166773176	
16294.81274373752	16424.581321101952	16683.12290125327	18398.26170453142	27437.53346453635	51276.870968284275	
16327.591898820525	16457.764136512247	16717.110017521314	18437.545526101916	27504.56661133199	51417.20236227155	
16360.367150094737	16490.94576925097	16751.08071711086	18476.781385996655	27571.64563087299	51557.48705126467	
16393.13357804621	16524.102149441747	16785.059624772075	18515.98195977337	27638.65946202008	51698.02736147194	
16425.917515258127	16557.284086424766	16819.05043399906	18555.236172207715	27705.73755532281	51838.527354535676	
16458.69230604603	16590.447326606958	16853.002609759806	18594.479248147923	27772.761622728416	51978.91111220838	
16491.46113331135	16623.614177300442	16886.960054826162	18633.738589107055	27839.84477205667	52119.270840152574	
16524.238271533704	16656.797052272897	16920.935893903006	18673.013169605285	27906.86156188661	52259.713841937904	
16557.008485684517	16689.965839062832	16954.903203324757	18712.28365426604	27973.96433906392	52400.11772349455	
16589.788262088674	16723.14634442079	16988.8549607848	18751.55324742036	28040.983836066538	52540.69614555353	
16622.55381697333	16756.30717214133	17022.81483878166	18790.733513857416	28108.079690402865	52681.16517071627	
16655.328089292532	16789.475793800033	17056.78139474234	18829.965727580777	28175.153410043156	52821.63146050101	
16688.09656728775	16822.642365771688	17090.74135430356	18869.187265476376	28242.119832534914	52962.099873704894	
16720.87470775442	16855.818238316533	17124.71184030484	18908.464890936488	28309.119003814518	53102.60218574136	
16753.65084667579	16888.983167849678	17158.677923600608	18947.69849201264	28376.268521277074	53242.926131333814	
16786.423844920915	16922.156792424492	17192.6408178865	18986.949040806874	28443.327841632057	53383.21424943251	
16819.1921088584	16955.32600309579	17226.602150786086	19026.153368718635	28510.38905863763	53523.68099630942	
16851.96266419195	16988.50069739172	17260.583584606327	19065.419375775076	28577.419966849302	53664.14608543136	
16884.734130958383	17021.66601728859	17294.543245117467	19104.653024124324	28644.495435615492	53804.72262728262	
16917.505419470086	17054.826497280214	17328.48563628396	19143.827502245924	28711.42720254215	53945.19885992598	
16950.27950054538	17087.995765865006	17362.455279823156	19183.085259136336	28778.535652403967	54085.577045443926	
16983.045483479877	17121.15581230071	17396.401996532444	19222.339415317536	28845.587642101233	54225.949232470244	
17015.81964183036	17154.326473168032	17430.3803096773	19261.59679998918	28912.645880542314	54366.5221609401	
17048.59163065114	17187.50237323437	17464.362896695056	19300.84994122348	28979.70080897317	54506.92451409913	
17081.36776790333	17220.66717449455	17498.31175295532	19340.096451215682	29046.68917890324	54647.2617222257	
17114.13810069711	17253.836847715862	17532.2767745906	19379.334976195216	29113.7322342195	54787.838151766686	
17146.90925585648	17287.011028371388	17566.247957243173	19418.683728803862	29180.75699669189	54928.208397484545	
17179.68693146254	17320.194189103346	17600.217368547896	19457.927418549087	29247.85868716298	55068.55972171268	
17212.46256767353	17353.36462402621	17634.168975688768	19497.16626391729	29314.79191020662	55208.87421387386	
17245.22860444977	17386.52912458503	17668.131327327457	19536.40644440257	29381.909337643912	55349.420478321714	
17277.99368331534	17419.69421131255	17702.086799844397	19575.68285463562	29449.044876528686	55489.85955942697	
17310.7702282687	17452.876968377317	17736.067800525918	19614.937890536126	29516.07472414675	55630.32378550605	
17343.542927152557	17486.041941497933	17770.04039492601	19654.161621786618	29583.167336452185	55770.671219115786	
17376.312457144042	17519.193732181055	17803.985388895897	19693.418345777274	29650.226699116363	55911.133606620155	
17409.08345089343	17552.367725959804	17837.964090714373	19732.677613228647	29717.29768540894	56051.531831572494	
17441.862629859075	17585.538696220792	17871.926308850874	19771.9096402729	29784.398749001317	56191.86124870214	
17474.629507954607	17618.706046849096	17905.891838642357	19811.174393720223	29851.4528991641	56332.17061803819	
17507.407468184418	17651.885098833394	17939.874510582827	19850.39888432889	29918.46562641043	56472.57501885746	
17540.17720706193	17685.04808648	17973.835593625907	19889.649608464286	29985.632636869508	56612.96699343098	
17572.95165381744	17718.226115201538	18007.80529403321	19928.923197077725	30052.784817493615	56753.23442900467	
17605.72944714236	17751.40832538902	18041.783912414714	19968.21438736416	30119.829364458554	56893.634596096206	
17638.508048378928	17784.586227674907	18075.766713944504	20007.469177562823	30186.931875201	57033.97932274141	
17671.284861156048	17817.759167364162	18109.748276559618	20046.758695372035	30253.964595656955	57174.27652949847	
17704.051017693368	17850.928196370936	18143.719031092594	20085.997777469463	30321.011162508334	57314.740943336976	
17736.831534490924	17884.111306301867	18177.689984977358	20125.25805026228	30388.009784896185	57455.20215415904	
17769.611842054677	17917.292318660613	18211.655526287886	20164.526790246622	30455.01744921301	57595.58097974442	
17802.39227608585	17950.470412613166	18245.61765876887	20203.76411646358	30522.14514865306	57735.91478636336	
17835.16501934638	17983.65054102263	18279.599792399058	20243.06160771939	30589.186896112897	57876.314288965055	
17867.93880886155	18016.819956025298	18313.563456053504	20282.33959435329	30656.298580201088	58016.90164947484	
17900.71378261427	18049.988883276783	18347.528740111473	20321.602398915762	30723.40229634125	58157.26742898455	
17933.491624466176	18083.179934057254	18381.52374037949	20360.936720428002	30790.481547451458	58297.82791506862	
17966.260799931166	18116.35510907376	18415.483990458502	20400.228512321533	30857.54955917644	58438.182781782016	
17999.03081816615	18149.530267490878	18449.45256650189	20439.46139103439	30924.614717537763	58578.527267799276	
18031.80503680105	18182.698396477837	18483.414783155204	20478.71756213785	30991.67720504461	58718.87993052753	
18064.582727704717	18215.871202132217	18517.372862133674	20517.986214769153	31058.727940974528	58859.15708913881	
18097.356283283687	18249.038364626555	18551.346338087493	20557.21836481478	31125.8283249578	58999.663109981986	
18130.138469946716	18282.21333728358	18585.302508599176	20596.44802964125	31192.9827328647	59140.047855624434	
18162.911276729446	18315.403933518814	18619.280913300685	20635.670666159633	31260.110238368336	59280.43529005153	
18195.677799304303	18348.58123570867	18653.265328695834	20674.919882779195	31327.21746500986	59420.80746655233	
18228.452672349464	18381.759276693483	18687.254811341616	20714.172878689067	31394.295272763175	59561.17006359137	
18261.239829128477	18414.942049776433	18721.232682434078	20753.437138562953	31461.251974920237	59701.52152026892	
18294.009426452503	18448.10832502852	18755.1992260548	20792.669087573133	31528.290618221985	59842.13690326652	
18326.78059888136	18481.280704982975	18789.186362533528	20831.939796634197	31595.377682850984	59982.58541563624	
18359.545340552093	18514.441843205215	18823.13665893277	20871.124089174333	31662.39783344982	60122.98679350121	
18392.324317704904	18547.627865300226	18857.118266636735	20910.366596384596	31729.385968610306	60263.460291287316	
18425.099532578402	18580.81082522018	18891.08633386549	20949.597126375174	31796.40298474226	60403.959822434124	
18457.878615005535	18613.98612685079	18925.058169323158	20988.808124236522	31863.375235834203	60544.39363124083	
18490.65334613543	18647.161586072765	18959.03174114456	21028.03296583347	31930.415785252102	60684.76493525867	
18523.42408946592	18680.326675467553	18993.006503749824	21067.27508305738	31997.459426305824	60825.138062739796	
18556.193193974508	18713.49535977452	19026.974761651178	21106.53093166674	32064.484465083395	60965.63492627235	
18588.9681022948	18746.6678311523	19060.93225342917	21145.766478636455	32131.437283640666	61105.89580280987	
18621.739638173127	18779.849149309826	19094.89175136725	21185.021881038567	32198.45104872492	61246.27197543102	
18654.51703371109	18813.01675647459	19128.853721040803	21224.303461997162	32265.432530798018	61386.55565382008	
18687.295839589762	18846.197156179594	19162.820571464716	21263.621018453607	32332.516672286045	61526.89282224129	
18720.06608681706	18879.373559534186	19196.788586547482	21302.889789655248	32399.669230175852	61667.194984374466	
18752.841464354344	18912.545966594727	19230.737188253734	21342.11063316074	32466.66125562493	61807.56296900793	
